name,image,aid
"Elica 90 cm 1425 m3/hr Filterless Auto Clean Chimney with Free Installation Kit (WD TFL HAC 90 MS NERO, Touch + Motion Sen...",https://m.media-amazon.com/images/I/51ncGiaSTTL._AC_UL320_.jpg,144821
"Oblivion Food,Snack Pouch Bag Clip Sealer for Keeping Food Fresh for Home Kitchen | Plastic Camping Snack Air Tight Seal S...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/710FjyZMFZL._AC_UL320_.jpg,325903
"Irkaja Plastic Washing Machine Water Inlet/inflow Hose Pipe Faucet Tap Adapter/connector With Metal Hose Clamp, White, Pai...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71kdxJHochL._AC_UL320_.jpg,219032
HUL Pureit Copper+ Mineral RO + UV + MF 7 stage Table top / Wall Mountable Black & Copper 8 litres Water Purifier,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/513VPiZJs7L._AC_UL320_.jpg,196214
Candes Florence 1200mm/48 inch High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan(100% CNC Winding) 405 RPM (2 Yrs W...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51EXKeCrdKL._AC_UL320_.jpg,95255
"BlendLife Plus Premium Portable Blender For Juices, Shakes, Smoothies, Baby Food & So Much More. 230watt and 4000mah Recha...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41A0ojtzvuL._AC_UL320_.jpg,59241
AMAZOR Lint Filter Compatible For Lg Top Load Fullly Automatic Washing Machine,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71NutfwP5eL._AC_UL320_.jpg,355622
"BELOXY Electric Milk Frother Handheld Drink Mixer, Milk Foam Maker for Bulletproof Coffee, Matcha,Coffee Frother,(Assorte...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/711lp8VTCIL._AC_UL320_.jpg,56203
"Maharaja Whiteline Livo Classic Mixer Grinder, 500W -MX-250 (Blue & White)",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51vTjE6rjDL._AC_UL320_.jpg,284522
"Borosil NutriFresh PB31 Portable Mini-Blender & Grinder, 500 ml Blending Jar, 300 ml Chutney Jar, For Blending Smoothies &...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/610DSEGLxcL._AC_UL320_.jpg,78185
"Amazon Brand - Solimo Pvc Fridge Multipurpose Circles Design Mat- Black, Set Of 6, Polyvinyl Chloride",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81GeOGjgkcL._AC_UL320_.jpg,33191
"Daikin 1 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, MTKM35U, White)",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41BgAG0qRaL._AC_UL320_.jpg,125283
"AQUAULTRA Active copper+mineral 13L RO+UV+UF+TDS adjuste best home water purifier for home, kitchen fully automatic",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71ieNV+3TFL._AC_UL320_.jpg,13545
LSRP's Universal Fit Faucet Water Tap Adapter/Washing Machine Tap Adapter - Tap Connector/Water tap Faucet Connector for F...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71zsO5DzYIS._AC_UL320_.jpg,255488
"Amazon Basics Premium 750 Watt Mixer Grinder with 3 Stainless Steel Jar + 1 Juicer Jar, Black & Grey",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81+ExcA9MHL._AC_UL320_.jpg,35418
"Bajaj HM-01 Powerful 250W Hand Mixer, Black",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51SoQnfRxEL._AC_UL320_.jpg,66312
NEW WARE® 5 Meter PVC Washing Machine Semi Inlet Pipe for Semi Automatic Washing Machine Inlet Pipe (White) (Pack of 1),https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51nUurtYqXL._AC_UL320_.jpg,310326
Havells Sameera 400mm Wall Fan (White),https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Bmd+O1ACL._AC_UL320_.jpg,200391
"CHELUSA Heavy Quality Stainless Steel 6.5 inch Dia, Puri Maker Press Machine with Handle, Manual Stainless Steel Roti Pres...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41WqYTXIA2L._AC_UL320_.jpg,85146
Bajaj Neo JX4 450-Watt Juicer Mixer Grinder with 2 Jars (White/Orange),https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71YO-Kz-cLL._AC_UL320_.jpg,66345
Aviksha Enterprise Premium Heavy Duty Adjustable Top Load Washing Machine/Refrigerator/Fridge/Dishwasher/Air Cooler Trolle...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61DRngmmVFS._AC_UL320_.jpg,48784
"Rylan Powerful Rechargeable 1.5 Watts Table Fan with 21 SMD LED Light, Table Fan for Home, Table Fans, Table Fan for Offic...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Qpcss913L._AC_UL320_.jpg,395724
Wolpin 1 Lint Roller with 60 Sheets Remove Clothes Lint Dog Hair Dust (19 x 13 cm) Orange,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81vLk6W+kDL._AC_UL320_.jpg,511969
AkuaBeat Micro Fiber Mesh/Top Mesh compatible with Tata Swach Water Purifier,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31QDTNms8EL._AC_UL320_.jpg,27941
"Wonderchef Nutri-blend BOLT Mixer, Grinder & Blender | Powerful 600W 22000 RPM motor | Stainless steel Blades | 2 unbreaka...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61QWh5f3nlL._AC_UL320_.jpg,515903
"Livpure Plastic Pre Filter Set Removes Chlorine Fluoride Heavy Metals Hard Water Softener Water || 1 Pc, White & Clear",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41+Lkw6zAHL._AC_UL320_.jpg,268808
Usha Mist Air ICY 400mm - 55-Watt Wall Fan (Blue),https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61uvXFOhvjS._AC_UL320_.jpg,486111
BLUEDOT'S Digital Printed 1 Fridge Top Cover with 2 Handle Cover and 4 Fridge mat (Multicolor),https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/8171mR+D55L._AC_UL320_.jpg,59592
"SPIRY FI ENGINEERS Aqua 5 Micron 4"" Dia & 20"" Length Bag Bore Water Filter",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/415sy33nm-L._AC_UL320_.jpg,406446
"Dyson V8 Absolute Cord-Free Vacuum Cleaner, Grey (Offer - Add Pet Grooming Kit and/or Car Cleaning Kit to cart on this pag...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41KWxpI6yCL._AC_UL320_.jpg,137999
Fragair Portable Room Air Purifier Aroma Diffuser or Humidifier Revitalizer,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71eUFE6qOyL._AC_UL320_.jpg,169495
AO Smith Sds-Green 015 Storage 15 Litre Vertical Water Heater Abs Body Bee 5 Star Superior Energy Efficiency|Enhanced Dura...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41aR8Brd8gL._AC_UL320_.jpg,11396
Amazon Brand - Solimo 650 Watt Drip Coffee Maker with Borosilicate Carafe,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81lwV-pZGJL._AC_UL320_.jpg,35132
LONAXA Mini Travel Rechargeable Fruit Juicer - USB Electric Fruit & Vegetable Juice Blender/Grinder for Home and Office Us...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51V0CstI47L._AC_UL320_.jpg,253812
Luminous IKARUS Plastic Trolley for Single Flat Battery (Grey),https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/519TdJMGzGL._AC_UL320_.jpg,271925
"RENESMEE Travel Folding Electric Kettle, Fast Boiling, Beautiful Design Collapsible, Portable Electric Kettle, 600ml Boil ...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/515DeRX2oqL._AC_UL320_.jpg,375974
"USHA Quartz Room Heater with Overheating Protection (3002, Ivory, 800 Watts)",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91QD2VbJL-L._AC_UL320_.jpg,486150
Prestige Svachh 5 Litre Pressure Cooker with hard anodized Body (Black),https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51+kex02oNL._AC_UL320_.jpg,363082
Rossmann Steam Iron 1500 Watts | Horizontal & Vertical Use | Heated Ceramic Sole Plate | Auto Shut Off | 2 Level Steam Con...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51cMqdJxYDL._AC_UL320_.jpg,393087
DIGISMART 390 RPM High Speed 1200mm Sweep Bee Approved 5 Star Rated Apsra Ceiling Fan Brown with 2 Year Warranty,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/315cFZqHdpL._AC_UL320_.jpg,131594
Rylan Multifunctional 2 in 1 Electric Egg Boiling Steamer Egg Frying Pan Egg Boiler Electric Automatic Off with Egg Boiler...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61mTdDOlONL._AC_UL320_.jpg,395721
"IONIX Made In India, Dual Display Weight scale with 1 Year Warranty & 8 hours battery Backup, Weight Machine for Shop | We...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81VTJzayDyL._AC_UL320_.jpg,213582
Kohler Rain Duet Water Filter Cartridge - Easy 3 Step Replacement Shower Filter Cartridge - Hard Water Softener and Purifi...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61CbjU35BdL._AC_UL320_.jpg,238734
Havells Tinyo Pro 1250 Watt Steam Iron with Powerfull Steam Spray | Horizontal & Vertical Steaming Function | Self Clean |...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61M+MkmQ6JL._AC_UL320_.jpg,200370
"USHA RC18GS2 Steamer 700 Watt Automatic Rice Cooker 1.8 Litres with Powerful Heating Element, Keep Rice Warm for 5 Hrs, 2 ...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/610vBqySeNL._AC_UL320_.jpg,480394
"IONIX Stainless Steel Digital Electronic Kitchen Scale | Weighing scale, Digital Weight Machine, Weight Machine for Home K...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71w+MwqDD7L._AC_UL320_.jpg,218991
"Raffles Premium Stainless Steel South Indian Coffee Filter/Drip Coffee Maker, 2-3 Cups, 150 ml",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/611CeLfERIL._AC_UL320_.jpg,380438
"IFB 6 Kg 5 Star Front Load Washing Machine 2X Power Steam (DIVA AQUA SXS 6008, Silver, In-built Heater, 4 years Comprehens...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71aXjFRD35L._AC_UL320_.jpg,210726
"Cafe JEI French Press Coffee and Tea Maker 600ml with 4 Level Filtration System, Heat Resistant Borosilicate Glass (Black,...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61p0ObSP0mL._AC_UL320_.jpg,90311
"Everest ELS 100 ABS Body Voltage Stabilizer for LCD/LED/3D/Smart TV Upto 72, Home Theater,Set Top Box, Blu-Ray Player (Wor...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61nkRZI+IjS._AC_UL320_.jpg,149436
"Morphy Richards 30 MCGR Deluxe 30L Convection Microwave Oven with Motorised Rotisserie, 200 Autocook Menus and Child Lock ...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71ugoLt2aAL._AC_UL320_.jpg,302952
"PHILIPS HL7505/02 500W Mixer Grinder, Red",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41Sf-JkpDbL._AC_UL320_.jpg,355051
Dwiza Enterprise 5 Micron Spun Filter for Ro Purifiers [PACK OF 12],https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71KQfmJfi7L._AC_UL320_.jpg,137795
"Halsey Original Combo Of 1 Uf Membrane, 1 Activated Carbon Pack, 1 Sediment Filter For Kent Gold/Kent Gold+/Kent Optima Gr...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71CPJfKVEGS._AC_UL320_.jpg,197069
"Weight Machine For Kitchen RYLAN Digital Kitchen Weighing Scale & Food Weight Machine for Diet, Nutrition, Health, Fitnes...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41rz4b6CKLL._AC_UL320_.jpg,283169
DEVCOMM Anti Vibration Rubber Pad with Suction Cup Feet for Support Heavy Appliances Like Washing Machine Fridge Generator...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61b3Od5grYL._AC_UL320_.jpg,499244
"Kuber Industries Nylon Mesh Laundry Basket|Sturdy Material & Durable Handles|Netted Lightweight Laundry Bag, Pack of 2 (Mu...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/515HpCFWDqL._AC_UL320_.jpg,248638
"AGARO Supreme Cordless Stick Vacuum Cleaner,2in1 Handheld & Stick, 400W Brushless Motor, 25 kPa Suction Power, 3 Adjustabl...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/6188i-Y66PL._AC_UL320_.jpg,6879
"Prestige Omega Select Plus Residue Free Non-Stick Deep Appachetty with Lid, 20cm (Aluminium, Black)",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Lb2oWBqDS._AC_UL320_.jpg,363086
"Basketo Portable High Pressure Washing Water Gun, Adjustable Multifunction Pressure Washer Nozzle Spray Gun Direct Spray C...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51bBxDIDeZL._AC_UL320_.jpg,67928
kent Sediment and Carbon Filter Set,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61UigPUOfFL._AC_UL320_.jpg,545363
"QUAHOG Anti-Vibration Pads for Washing Machine, Washer and Dryer Anti-Vibration Pads with Suction Cup, Anti Walk Pads Shoc...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/516AGoCc-kL._AC_UL320_.jpg,371880
"Care N Made® PP Spun pre Filter 10"" with Spanner- 1 Year self Service ro Water Purifier kit - for All Domestic RO Water Pu...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/416-4U6vGGL._AC_UL320_.jpg,283885
Bajaj JEX 16 800-Watt Juicer (Black),https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81yVWfQxRFL._AC_UL320_.jpg,66340
JIALTO Mini Waffle Maker 4 Inch- 350 Watts: Stainless Steel Non-Stick Electric Iron Machine for Individual Belgian Waffle...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71TtVlWkDDL._AC_UL320_.jpg,221744
"BAJAJ VACCO®Go-Ezzee Chapati/Roti/Khakhra Maker C-02 Wattage 900, Stainless Steel, Black",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41-KLQr-owL._AC_UL320_.jpg,53671
"Pigeon by Stovekraft Deluxe Aluminium Outer Lid Pressure Cooker, 10 Litres, Silver",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71woCxDIq1L._AC_UL320_.jpg,355934
"The Quasar Store Mixer Chutney Jar (250 ml,500 ml) Mixer Grinder Jar (1 Mini Unique Jar 1 Medium Jar) Suitable for all Loc...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61bKTsR0xjL._AC_UL320_.jpg,372516
"V-Guard Esfera Pedestal Fan with Remote Control, In-built 7.5 Hour Timer Functionality, 400 mm Sweep Size, Telescopic Heig...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81hgGYiTpAL._AC_UL320_.jpg,486383
"Ikea Spray bottle for sanitising, watering plants, Ironing spray, Haircut, Turquoise colour.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31NAeynIq4L._AC_UL320_.jpg,549131
"AGARO Elite Manual Coffee Grinder , Ceramic Grinder with Glass jar , 6 Adjustable Settings, Stainless Steel Body, Tooth Ha...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61gHBVKH39L._AC_UL320_.jpg,6670
Oblivion Manual Hand Press Water Pump Dispenser & H2O Hand Press Manual Water Pump Dispenser for Home Office Outdoor (Supp...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51d5SPoPSNL._AC_UL320_.jpg,325886
"Blue Star 1 Ton 3 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydrop...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/715XgfIJDuL._AC_UL320_.jpg,75417
OneAssist Live Uninterrupted 2 Years Extended Warranty Plan for Water Purifier (7501 to 10000) - Email Delivery Within 2 H...,https://m.media-amazon.com/images/I/61odpxE5WRL._AC_UL320_.jpg,323861
"PHILIPS Handheld Garment Steamer STH7020/20 - Compact & Foldable, Convenient Vertical Steaming, 1500 Watt Quick Heat Up, u...",https://m.media-amazon.com/images/I/41q0WYnfnRL._AC_UL320_.jpg,339944
KENT 16055 Amaze Cool Touch Electric Kettle 1.8 L 1500 W | Plastic Outer & Stainless Steel Inside body | Auto shut off Ove...,https://m.media-amazon.com/images/I/61F3Ho3ohgL._AC_UL320_.jpg,31430
"BAJAJ VACCO 2000-watts Manual Induction Cooktop Aluminium with 1 Burner, Black",https://m.media-amazon.com/images/I/51olnxuNQeL._AC_UL320_.jpg,53665
iBELL MPK120L Premium Stainless Steel Multi Purpose Kettle/Cooker with Inner Pot 1.2 Litre (Silver),https://m.media-amazon.com/images/I/61488vHOMML._AC_UL320_.jpg,543544
"Classic® Top Load Washing Machine Cover Suitable For IFB 6.5 Kg, 7.0 Kg, 7.5 Kg, 8 Kg Only (60cms X 60cms X 90cms) Half Wh...",https://m.media-amazon.com/images/I/71x84PvEtfL._AC_UL320_.jpg,105841
NISHIV Dust Proof Washing Machine Cover Waterproof Cloth Printing Waterproof Front Load Washing Machine Dustproof Protecti...,https://m.media-amazon.com/images/I/5127HiQ6tDL._AC_UL320_.jpg,311568
"Smallcloud Electric 1.8 L Multi Cooker Kettle, Concealed Base, Noodle Maker Egg Boiler Vegetable & Rice Cooker, Stainless ...",https://m.media-amazon.com/images/I/41ECc44yHAL._AC_UL320_.jpg,436418
"Kent Original Spare Parts for Gold, Gold+ and Optima, Uf Membrane, 1 Piece",https://m.media-amazon.com/images/I/51aIkKdliEL._AC_UL320_.jpg,242492
"Arckord Multi-Function Electric 2 Layer Egg Boiler Cooker & Steamer, Egg Boiler Electric Automatic Off, Double Layer Egg B...",https://m.media-amazon.com/images/I/41i5+pqWqnL._AC_UL320_.jpg,41477
"AGARO Elegant Hand Mixer, 300 Watts, Stainless Steel, 6 Interchangeable Speed Settings, Turbo Function, Interchangeable Be...",https://m.media-amazon.com/images/I/71wAQ7HRU4L._AC_UL320_.jpg,6730
Prestige PRM 3.0 900-Watt Roti Maker (Silver),https://m.media-amazon.com/images/I/61Tq4-gd9xL._AC_UL320_.jpg,363045
Prestige Hand Blender - PHB 11.0,https://m.media-amazon.com/images/I/41vHkW5DD3L._AC_UL320_.jpg,363066
"CILICAnT 0.5 Gram (100 Pcs) Premium Silica Gel White Packets Desiccant Dehumidifiers, Non - Indicating Silica Gel Packs fo...",https://m.media-amazon.com/images/I/71shpcVvauL._AC_UL320_.jpg,232
"DDecora Set of 4 Adjustable Refrigerator plastic Storage Basket, Expandable Fridge Rack, Sliding Vegetable Organizer Tray ...",https://m.media-amazon.com/images/I/612NjVOU-9L._AC_UL320_.jpg,119029
Havells Air Fryer Prolife Digi with 4L Capacity | Digital Touch Panel | Auto On/Off | 60 Min Timer | Basket Release Button...,https://m.media-amazon.com/images/I/61LC3xBO7gL._AC_UL320_.jpg,200372
Crompton Energion Cromair 1200mm (48 inch) BLDC Antidust Ceiling Fan High Speed 5S 28W Energy Efficient with Remote (Coffe...,https://m.media-amazon.com/images/I/51mkd6QPHAL._AC_UL320_.jpg,116083
Konvio Neer Water Purifier Spare Kit Consisting of Carbon and Sediment Filter Cartridge Compatible with All RO Water Filters,https://m.media-amazon.com/images/I/71vGxbMqYYS._AC_UL320_.jpg,370948
"Havells Instanio 10 Litre Storage Water Heater With Flexi Pipe (White Blue), Wall Mounting",https://m.media-amazon.com/images/I/51N-JKQOH5L._AC_UL320_.jpg,200250
"KANUSHI Industries® Washable & Dustproof Front Load Automatic Washing Machine Cover (Suitable for 6 Kg, 6.5 kg, 7 kg, 7.5 ...",https://m.media-amazon.com/images/I/81L7abWez3L._AC_UL320_.jpg,235180
"Hamilton Beach Professional Juicer Mixer Grinder 58770-IN, 1400 Watt Rated Motor, Triple Overload Protection, 3 Stainless ...",https://m.media-amazon.com/images/I/61fn6h+6b+L._AC_UL320_.jpg,197114
"Foster FEB-650VBL Corded Air Blower with Vaccum Cleaner, Powerful Motor, Variable Speed for Clearing Away Dust Particles f...",https://m.media-amazon.com/images/I/71g0jhFVjaL._AC_UL320_.jpg,169046
Philips Daily Collection HD2583/90 600-Watt 2 in 1 Toaster and Grill (Black),https://m.media-amazon.com/images/I/81Q7tJnXZ9L._AC_UL320_.jpg,354889
"Black + Decker WDC215WA-QW 7.2 V,10.8W Lithium-Ion Wet and Dry Cordless Dustbuster Handheld Vacuum Cleaner (Blue)-Charge F...",https://m.media-amazon.com/images/I/71nBZRWYUEL._AC_UL320_.jpg,58541
"Samsung 8 Kg Inverter 5 Star Fully-Automatic Top Load Ecobubble Washing Machine (WA80BG4441BGTL, Bubble Storm Technology, ...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/6138Ri5jGGL._AC_UL320_.jpg,413500
Singer Promise 1412 Automatic Zig-Zag Electric Sewing Machine with 12 Built-in Stitches (White) Metal Frame,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71d2SH6iSTL._AC_UL320_.jpg,433257
AMAZOR S S Distributors Spin Cap Compatible for Whirlpool Washing Machine Spin Cap/Drier Plate/Dryer Cover/Lid for Whirlpo...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61I5-JZjJBL._AC_UL320_.jpg,509447
"Inalsa Joy-250 Watts Electric Chopper with Copper Motor, Chop, Mince, Puree, Whisk, 850 ml Capacity, One Touch Operation, ...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51HsA9xFwmL._AC_UL320_.jpg,215205
"WaterScience IRIS WMF-621 Washing Machine Filter for Hard Water Softening & Conditioning - Protects from Limescales, Hard ...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71RPy9A61NL._AC_UL320_.jpg,507471
ARYAMURTI Air Conditioning Dust Cover Waterproof Folding Ac Cover for Split Ac for 1.5 Tone AC Assorted Color & Design) ()...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31WzvUQ1KaL._AC_UL320_.jpg,14348
HKV Mini Blender Fruit Mixer Machine Portable Electric Juicer grinder Cup 380ML Personal Blender Smoothie Maker USB Rechar...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71E2zl7zMZL._AC_UL320_.jpg,194870
Prestige PKTS 0.5 Electric Kettle 500ml,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41ogpcDCSdL._AC_UL320_.jpg,363032
Prestige Electric Kettle PKSS (1350 watts) 1.0Ltr - Stainless Steel,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61OtpBO9JDL._AC_UL320_.jpg,362910
"LUCHILA Alert Mini Portable Air Cooler,Personal Space Cooler Easy to fill water and mood led light and portable Air Condit...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/418dDxgYcwL._AC_UL320_.jpg,255563
"Instant Pot Air Fryer, Vortex 4 Litre Essential, 360 Degree EvenCrisp Technology, Uses 95 % less Oil, Nonstick and Dishwas...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71IN+z1WhyL._AC_UL320_.jpg,218326
"HOKIPO® Fridge Cover Top with Pockets, 130 x 55 cm, Black",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71ZRT3OAyYL._AC_UL320_.jpg,195141
"VOLKES® 4 Blades Juicer Rechargeable Portable Electric USB Juicer Bottle Blender for Making Juice,Travel Juicer for Fruits...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51jCz2zGHtL._AC_UL320_.jpg,490907
Activa HIGH Speed 850 RPM Galaxy-1 4 Blades (600MM) Deco Ceiling Fan Brown -2 Year Warranty,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41YoQY+EKYL._AC_UL320_.jpg,5037
Preethi Dripcafe Coffee Maker (White),https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51j+JllEOSL._AC_UL320_.jpg,362219
Whirlpool 265 L 3 Star Inverter Frost-Free Double Door Refrigerator with Intellisense inverter technology(INTELLIFRESH INV...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/616w01Ia7gL._AC_UL320_.jpg,509392
Crompton Wave Plus 400-mm (16 inch) High Speed Oscillating Table Fan for Home and Kitchen (KD White),https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61qiVJZdkRS._AC_UL320_.jpg,116338
"Gaiatop Small Table Fan, 6.5 Inch Portable Mini Powerful Desktop Table Fan with 3 Speeds 90° Adjustable Small Personal Coo...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71TOnaTQqgL._AC_UL320_.jpg,360089
"Luminous Buddy High Speed 230mm Personal Wall, Table Fan For Office, Living Room with High Air Thrust (2 Year Warranty, Ro...",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71RaP3xIy+L._AC_UL320_.jpg,271766
"Usha Techne Direct 1000 Garment Steamer- Vertical Steaming, 920 W, up to 21 g/min (Purple & White)",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/518eamgE6gL._AC_UL320_.jpg,486206
"HUL Pureit Advanced RO + MF 6 Stage, 7 Litre Storage,Wall mounted/Counter top Water Purifier, Black, FreeSize (WCRO500)",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71FzKY225aL._AC_UL320_.jpg,196206
"IFB 6.5 Kg 5 Star Top Load Washing Machine Aqua Conserve (TL-REW 6.5KG AQUA, White, Hard Water Wash, Smart Sense)",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61CH5bFxAlL._AC_UL320_.jpg,210681
MEETO Multicolored Mini Coffee Milk Egg Beater Electric Foam Hand Blender Mixer Sleek Design Froth Whisker Latte Maker for...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51GEEIE7T0L._AC_UL320_.jpg,277190
Bajaj 500 Watt GX-1 Mixer Grinder with 3 Jars- white,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51zawqBFnPL._AC_UL320_.jpg,66286
Nova Lint/Fabric Shaver for Cloths / Woolen Sweaters / Blankets / Jackets/Burr Remover Pill Remover Lintclothes Remover/Sh...,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51ur9tzsleL._AC_UL320_.jpg,454639
